,funds,link,location,title
784,"
$0 raised of $25,000                    ",https://www.gofundme.com/solutions-building-for-america,"La Crosse, WI",Solutions for America's Needs
785,"
$0 raised of $100,000                    ",https://www.gofundme.com/2czrpuv8,"Washington, DC",White House Sexual Harassment Seminar
786,"
$0 raised of $1.0M                    ",https://www.gofundme.com/hwd3m278,"Tampa, FL",Trump Re-election Campaign
787,"
$0 raised of $6,500                    ",https://www.gofundme.com/bring-baby-trump-to-rally-to-defeat-trump-amp-beyond,"West Palm Beach, FL",Bring Baby Trump to Rally to Defeat Trump & Beyond
788,"
$0 raised of $6.0M                    ",https://www.gofundme.com/jefferson-1800,"Charlottesville, VA",Jefferson 1800
789,"
$0 raised of $1,800                    ",https://www.gofundme.com/dppsew,"Westport, CT",ACTR & Jacob Sundlie present American Idiot
790,"
$0 raised of $100                    ",https://www.gofundme.com/suuu6k-trump-2020,"Salt Lake City, UT",Trump 2020
791,"
$0 raised of $50,000                    ",https://www.gofundme.com/trump-lied-to-us,"Seattle, WA",Democracy First
792,"
$0 raised of $100,000                    ",https://www.gofundme.com/presidential-race-2019democratic-party,"Des Moines, IA",Presidential Race 2019-Democratic Party
793,"
$0 raised of $25,000                    ",https://www.gofundme.com/ermmr-trump-2020,"Payette, ID",TRUMP 2020
794,"
$0 raised of $25,000                    ",https://www.gofundme.com/nonprofit-phone-app-development,"Blue Bell, PA",Non-Profit App and Politics Guide
795,"
$0 raised of $12,000                    ",https://www.gofundme.com/nashville-newengland-patriots-fanclub,"Nashville, TN",Nashville New-England Patriots Fanclub
796,"
$0 raised of $8,000                    ",https://www.gofundme.com/anthony-ruby-defense-fund,"Erie, PA",Anthony Ruby Defense Fund
797,"
$0 raised of $1.0M                    ",https://www.gofundme.com/voting-democrat,"Houston, TX",Voting Democrat????
798,"
$0 raised of $25,000                    ",https://www.gofundme.com/VeteransAdvocacyFundJaneFondaPetition,"Land O Lakes, FL",Jane Fonda Petition Veterans Advocacy Fund
799,"
$0 raised of $400,000                    ",https://www.gofundme.com/peq72-pro-trump,"New York, NY",Pro Trump
800,"
$0 raised of $1,000                    ",https://www.gofundme.com/suit-for-nocoat-jim-jordan,"Cape Coral, FL",Suit for No-Coat Jim Jordan
801,"
$0 raised of $33                    ",https://www.gofundme.com/trump-hat-vs-libtards,"Danville, CA",Trump Hat vs Libtards
802,"
$0 raised of $1,000                    ",https://www.gofundme.com/david-gregory-campaign-contributions,"Homosassa, FL",David Gregory Campaign Contributions
803,"
$0 raised of $1,000                    ",https://www.gofundme.com/bring-books-critical-of-trump-back-in-circulation,"Richmond, VA",Bring books critical of Trump back in circulation!
804,"
$0 raised of $100,000                    ",https://www.gofundme.com/skmf9-reelect-trump-2020,"Saint Charles, MO",RE-ELECT TRUMP 2020
805,"
$0 raised of $1,000                    ",https://www.gofundme.com/citrus-county-property-appraiser,"Homosassa, FL",Citrus County Property Appraiser
806,"
$0 raised of $50.0M                    ",https://www.gofundme.com/UniteAmericaUnite,"Boston, MA",HELP SAVE THE AMERICAN DREAM!
807,"
$0 raised of $5,000                    ",https://www.gofundme.com/at-the-service-of-the-haitian-people,"Hollywood, FL",At The Service of The Haitian People
808,"
$0 raised of $1,000                    ",https://www.gofundme.com/road-to-the-whitehouse-internship,"Saint Petersburg, FL",Road to the whitehouse internship
809,"
$0 raised of $35,000                    ",https://www.gofundme.com/president-donald-trump-campaign-tour-bus,"Wallace, NC",President Donald Trump Campaign tour bus
810,"
$0 raised of $5,000                    ",https://www.gofundme.com/b9uss,"Orange, CA",Trump Endorsement Rally Tour
811,"
$0 raised of $3,000                    ",https://www.gofundme.com/1sxg4958tc,"Calumet City, IL",Expose the whistleblower as the true traitor
812,"
$0 raised of $2,500                    ",https://www.gofundme.com/rick-neighbors-for-us-house-of-reps-alabama-4th,"Jasper, AL",Rick Neighbors for US House of Reps. Alabama 4th
813,"
$0 raised of $150,000                    ",https://www.gofundme.com/1swkwnp5hc,"Navarre, FL",Helping Hands
814,"
$0 raised of $5,000                    ",https://www.gofundme.com/the-peoples039-party,"Jeffersonville, GA",The Peoples' Party
815,"
$0 raised of $4,000                    ",https://www.gofundme.com/my-wife-says-i-dont-need-a-dirt-bike,"Seattle, WA",My wife says I dont need a dirt Bike
816,"
$0 raised of $30,000                    ",https://www.gofundme.com/smelly-wal-mart-person,"Boca Raton, FL",smelly wal mart person
817,"
$0 raised of $5,000                    ",https://www.gofundme.com/medical-abuse-hotline-fundraiser,"Oakland, CA",Medical Abuse Hotline Fundraiser!
818,"
€0 raised of €5,000                    ",https://www.gofundme.com/young-trumpeter-in-need-of-a-new-trumpet,"Vienna, Austria",Young Trumpeter in need of a new trumpet
819,"
$0 raised of $50,000                    ",https://www.gofundme.com/the-recycle-youth-foundation,"Chicago, IL",The Recycle Youth Foundation
820,"
$0 raised of $500                    ",https://www.gofundme.com/be872q-buy-jim-jordan-a-jacket,"Saint Paul, MN",Buy Jim Jordan a Jacket
821,"
$0 raised of $50.0M                    ",https://www.gofundme.com/jbzgtn-impeach-trump,"Chevy Chase, MD",Impeach Trump
822,"
$0 raised of $10,000                    ",https://www.gofundme.com/just-because-i-like-you,"Schertz, TX",Name Change
823,"
$0 raised of $100,000                    ",https://www.gofundme.com/64kdq-turn-texas-blue,"Wichita Falls, TX",Turn Texas Blue
824,"
$0 raised of $5,000                    ",https://www.gofundme.com/1smmebe6io, ,I Was Hit By A Jeep
825,"
$0 raised of $100,000                    ",https://www.gofundme.com/save-our-president-from-democrats-witch-hunt,"Mesquite, TX",Save Our President From Democrats  Witch Hunt
826,"
$0 raised of $100                    ",https://www.gofundme.com/help-vickie039s-hair,"Cleveland, TN",Help Vickie's Hair
827,"
$0 raised of $100                    ",https://www.gofundme.com/help-hawk-get-a-date,"Fairfield, CA",Help Hawk get a date!
828,"
€0 raised of €2,500                    ",https://www.gofundme.com/Irish-Freedom-Party-Wexford-By-Election-Campaign, ,Irish Freedom Party Wexford
829,"
$0 raised of $2,700                    ",https://www.gofundme.com/trump-voting-parents-stole-my-desktop-and-switch,"Duxbury, MA",Trump Voting Parents Stole My Desktop and Switch
830,"
$0 raised of $500,000                    ",https://www.gofundme.com/TrumpWedding,"Dublin, CA",Wedding in D.C (Invite for Trump)
831,"
$0 raised of $10,000                    ",https://www.gofundme.com/help-democrats-buy-false-facebook-ads,"Vienna, VA",Help Democrats Buy False Facebook Ads
832,"
$0 raised of $10,000                    ",https://www.gofundme.com/short-options-tutoring-center-inc,"Nashville, TN",Libertarian Feminists Short Options Institute
833,"
$0 raised of $2,500                    ",https://www.gofundme.com/regalemos-suenos,"Bronx, NY",Regalemos sueños
834,"
$0 raised of $2,500                    ",https://www.gofundme.com/regalemos-sonrisas,"Bronx, NY",Regalemos sonrisas a eso niño que lo necesita
835,"
$0 raised of $50,000                    ",https://www.gofundme.com/money-for-trump-supporter-kicked-out-of-home,"Turlock, CA",Money for Trump supporter kicked out of home
836,"
$0 raised of $20,000                    ",https://www.gofundme.com/m2zk7t-college-raising,"Stone Mountain, GA",College raising
837,"
$0 raised of $10,500                    ",https://www.gofundme.com/joseforflorida,"Kissimmee, FL",Jose Castillo for Congress
838,"
$0 raised of $100,000                    ",https://www.gofundme.com/full-time-fundraiser-assistance-needed,"Kenmore, WA",Full Time Fundraiser!  Assistance needed!
839,"
$0 raised of $300,000                    ",https://www.gofundme.com/y9tq7-a-leg-up,"Charlotte, NC",A leg up
840,"
$0 raised of $10                    ",https://www.gofundme.com/go-fund-me-a-dollar-if-you-like-trump-my-dudes,"New Market, VA",Go fund me a dollar if you like trump my dudes
841,"
$0 raised of $10,000                    ",https://www.gofundme.com/northwestern-spsc-class-468,"Evanston, IL",Northwestern SPSC  Class #468 Beckman Fundraiser
842,"
$0 raised of $50,000                    ",https://www.gofundme.com/trump-2020-for-unity-bridge-tour, ,Trump 2020 for unity bridge tour
843,"
$0 raised of $100,000                    ",https://www.gofundme.com/i-need-mcdonalds-nuggies,"Peekskill, NY",I need McDonald’s Nuggies
844,"
$0 raised of $50,000                    ",https://www.gofundme.com/stop-ilhan-omar-from-reelection,"Chanhassen, MN",Stop Ilhan Omar from Re-election
845,"
$0 raised of $5,000                    ",https://www.gofundme.com/woodrow-polston-40th-district-exploratory,"Louisiana, MO",Woodrow Polston for State Representative
846,"
$0 raised of $15,000                    ",https://www.gofundme.com/1s5gxrz49c,"Mehoopany, PA","Time For Change, Time For The People First"
847,"
$0 raised of $2,020                    ",https://www.gofundme.com/yn4yfp-chris-borcik-for-presidentindependent-exploratory,"South Jordan, UT",Chris Borcik for President-Independent Exploratory
848,"
$0 raised of $25.0M                    ",https://www.gofundme.com/we-the-people-build-the-wall-around-hate, ,We The People Build the Wall around Hate
849,"
$0 raised of $250,000                    ",https://www.gofundme.com/michigan-charter-school-funds,"Detroit, MI",Michigan Charter School Funds!
850,"
$0 raised of $5,000                    ",https://www.gofundme.com/trump-land-slide-win-2020,"Opelousas, LA",HELP TRUMP WIN IN  2020 BY LANDSLIDE
851,"
$0 raised of $1.0M                    ",https://www.gofundme.com/2r6ntu-election-2020,"Sunnyside, NY",Election 2020
852,"
$0 raised of $10,000                    ",https://www.gofundme.com/modernization-party,"Oklahoma City, OK",Modernization Party
853,"
$0 raised of $2.5M                    ",https://www.gofundme.com/trumpster,"Pageland, SC",Trumpster
854,"
$0 raised of $20.0M                    ",https://www.gofundme.com/torres-for-president,"Bellevue, NE",Torres for President
855,"
$0 raised of $150,000                    ",https://www.gofundme.com/sons-of-norway-lawrence-kansas,"Nashville, TN","Sons of Norway, Lawrence Kansas"
856,"
$0 raised of $5,000                    ",https://www.gofundme.com/trump-2020-campaign-office,"Ray City, GA",Trump 2020 Campaign Office
857,"
$0 raised of $10,000                    ",https://www.gofundme.com/truth-about-government,"Wyckoff, NJ",Truth About Government
858,"
$0 raised of $1,000                    ",https://www.gofundme.com/pizza-for-pelosi,"Austin, TX",Impeachment Pizza
859,"
$0 raised of $1,000                    ",https://www.gofundme.com/trump-school-fundraiser,"Austell, GA",Trump Wall Fundraiser!!!
860,"
$0 raised of $30,000                    ",https://www.gofundme.com/help-stacey-dash-provide-for-a-private-attorney,"Pennsauken, NJ",Help Stacey Dash Provide for a private Attorney
861,"
$0 raised of $50,000                    ",https://www.gofundme.com/international-right-wing-party,"Liberty, MO",National Right Wing Party
862,"
$0 raised of $25,000                    ",https://www.gofundme.com/stop-the-harrasment-of-president-trump,"Dundalk, MD",Stop the Harrasment of President Trump
863,"
$0 raised of $50,000                    ",https://www.gofundme.com/we-must-stop-donald-trump,"Milton, FL",We Must Stop Donald Trump !
864,"
$0 raised of $50,000                    ",https://www.gofundme.com/conservative-veterans-against-trump,"Glendale, AZ",Conservative Veterans Against Trump
865,"
$0 raised of $50,000                    ",https://www.gofundme.com/1rlw8n1t80,"Fort Lauderdale, FL",Help Re Elect Donald Trump
866,"
$0 raised of $500,000                    ",https://www.gofundme.com/BERNIENEEDSUS,"La Puente, CA",BERNIE NEEDS US
867,"
$0 raised of $25,000                    ",https://www.gofundme.com/1rlcsj5mqo,"Fontana, CA",Deport A Trump Supporter
868,"
$0 raised of $4,000                    ",https://www.gofundme.com/p5c353-drain-the-swamp,"Whitehouse Station, NJ",Drain The Swamp
869,"
$0 raised of $1.0M                    ",https://www.gofundme.com/make-me-retire-and-move-out-of-california,"Napa, CA",Make me retire and move out of California
870,"
$0 raised of $80,000                    ",https://www.gofundme.com/power-house-campign,"Jacksonville, FL",Power House Campaign
871,"
$0 raised of $2,000                    ",https://www.gofundme.com/raising-funds-for-right-to-travel-suit,"Hahnville, LA",Raising funds for RIGHT TO TRAVEL SUIT.
872,"
£0 raised of £1,500                    ",https://www.gofundme.com/help-me-leave-my-liberal-household,"Chorley, North West England, United Kingdom",Help me leave my liberal household
873,"
$0 raised of $3,500                    ",https://www.gofundme.com/quotshamefree-civicsquot-public-qampa-and-podcast,"Arlington, VA","""Shamefree Civics©""  US Education, Q&A and Podcast"
874,"
$0 raised of $100.0M                    ",https://www.gofundme.com/m8q3r-im-running-for-president,"Titusville, FL",I’m Running for President
875,"
$0 raised of $12,000                    ",https://www.gofundme.com/ttyvpv-black-trump-supporter,"Wichita Falls, TX",Black Trump Supporter
876,"
$0 raised of $6,500                    ",https://www.gofundme.com/l-richard-beard,"Concord, CA",L. Richard Beard
877,"
$0 raised of $20.0M                    ",https://www.gofundme.com/Defend-the-Electoral-College,"Redford, MI",Defend the Electoral College
878,"
$0 raised of $1,500                    ",https://www.gofundme.com/votertoo,"Birmingham, AL",votertoo
879,"
$0 raised of $5,000                    ",https://www.gofundme.com/sight-to-unite-the-white-despite-the-fight,"Massapequa, NY",United for All
880,"
$0 raised of $5,000                    ",https://www.gofundme.com/1qozmi0l80,"Copperas Cove, TX",Moving To A Democratic State Who Cares About Us
881,"
$0 raised of $100,000                    ",https://www.gofundme.com/trump-great-again,"Montgomery, AL",Trump Great again
882,"
$0 raised of $20,000                    ",https://www.gofundme.com/1qlysxacxc,"Jordan, MN",Baby Trump in Minnesota
883,"
$0 raised of $50,000                    ",https://www.gofundme.com/a-peoples-impeachment,"Bryson City, NC",A People's Impeachment
884,"
$0 raised of $25,000                    ",https://www.gofundme.com/elect-raymond-davis-wv-house-district-36-in-2020,"Charleston, WV",Elect Raymond Davis WV House District 36 in 2020
885,"
$0 raised of $100,000                    ",https://www.gofundme.com/help-elect-an-honest-president,"Villa Park, CA",Help Elect An Honest President
886,"
$0 raised of $100,000                    ",https://www.gofundme.com/flip-flop-don,"Lake Elsinore, CA",Help Me Build A Website
887,"
$0 raised of $10,000                    ",https://www.gofundme.com/recruit-the-mooch-2020,"Richardson, TX",Recruit the Mooch 2020
888,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-com,"Perrysburg, OH",GoFundMyVote
889,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-green-swing,"Perrysburg, OH",GoFundMyVote - Green Swing
890,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-libertarian-swing,"Perrysburg, OH",GoFundMyVote - Libertarian Swing
891,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-democratic-swing,"Perrysburg, OH",GoFundMyVote - Democratic Swing
892,"
$0 raised of $10,000                    ",https://www.gofundme.com/getting-the-back-on-air, ,GETTING THE BACK ON AIR!
893,"
$0 raised of $1,500                    ",https://www.gofundme.com/fundraising-for-sport-championships, ,Fundraising for sport Championships:
894,"
$0 raised of $1,000                    ",https://www.gofundme.com/help-me-and-my-girlfriend-go-to-trump039s-initiative,"Buffalo, NY",Help Me And My Girlfriend Go To Trump's Initiative
895,"
$0 raised of $1.5M                    ",https://www.gofundme.com/2b2a8-buy-greenland,"Bensalem, PA",Buy Greenland
896,"
$0 raised of $100                    ",https://www.gofundme.com/sympathyforthedonald,"San Francisco, CA",2020 Election
897,"
$0 raised of $250,000                    ",https://www.gofundme.com/far-right-memeber-trying-to-leave-america-and-neve,"Long Beach, MS",Far Right Member trying to leave America
898,"
$0 raised of $45,000                    ",https://www.gofundme.com/amngp-save-our-world,"Seattle, WA",SAVE OUR WORLD
899,"
$0 raised of $50,000                    ",https://www.gofundme.com/bgysaa-save-the-planet,"Milton, WA",Save the Planet!
900,"
$0 raised of $1.0M                    ",https://www.gofundme.com/chickasaw-freedman-retribution-fund,"Wichita, KS",Chickasaw Freedman -  Retribution Fund
901,"
$0 raised of $10.0M                    ",https://www.gofundme.com/1pwgydej9c,"Frisco, TX",Reparations From The Dems
902,"
$0 raised of $4,000                    ",https://www.gofundme.com/getting-kicked-out-because-im-a-trump-supporter,"West Palm Beach, FL",Getting kicked out because I’m a Trump supporter
903,"
$0 raised of $17,650                    ",https://www.gofundme.com/1pvbjecmxc,"Boise, ID",Heres Your Chance Trump Supporters!
904,"
$0 raised of $5,000                    ",https://www.gofundme.com/1pv233dbg0,"New Orleans, LA",The Face Of Socialism
905,"
$0 raised of $30.0M                    ",https://www.gofundme.com/america-studies-gun-violence,"Boulder, CO",America Studies Gun Violence
906,"
$0 raised of $2,000                    ",https://www.gofundme.com/etelectrolysis,"Catawissa, PA",etelectrolysis
907,"
$0 raised of $10,000                    ",https://www.gofundme.com/sharpenberg-memorial,"Pacoima, CA",Sharpenberg Memorial
908,"
$0 raised of $100,000                    ",https://www.gofundme.com/50-occupy-county-court-yards-50-mkultra-trial,"Moatsville, WV","50% Occupy County Court Yards, 50% MKUltra trial!"
909,"
$0 raised of $50,000                    ",https://www.gofundme.com/justin-tidwell-for-state-representative,"West Monroe, LA",Justin Tidwell for State  Representative
910,"
$0 raised of $100,000                    ",https://www.gofundme.com/help-me-buy-a-politician-to-work-for-the-people,"Maidens, VA",Help me BUY a politician to work for the People!
911,"
$0 raised of $800,000                    ",https://www.gofundme.com/z4w58-wishing-well,"Houston, TX",Justin PIQUE
912,"
$0 raised of $100,000                    ",https://www.gofundme.com/umpy4j-trump-2020,"Malvern, PA",Trump 2020
913,"
$0 raised of $400                    ",https://www.gofundme.com/campaign-expenses-for-special-election,"Thorndale, PA",Campaign expenses for special election
914,"
$0 raised of $2,500                    ",https://www.gofundme.com/anti-trump-in-wv,"Chapmanville, WV",Anti Trump in WV
915,"
$0 raised of $5,000                    ",https://www.gofundme.com/bye-usa,"Greenville, NC",Bye USA
916,"
$0 raised of $10,000                    ",https://www.gofundme.com/waterman-for-governor-2020,"Carlsbad, CA",Waterman for governor 2020
917,"
$0 raised of $5.0M                    ",https://www.gofundme.com/1pjv00khio,"Detroit, MI",The Power Of The People !
918,"
$0 raised of $1,500                    ",https://www.gofundme.com/1pjk9zbws0,"Deltona, FL",Vehicle for job Search
919,"
$0 raised of $500.0M                    ",https://www.gofundme.com/if-congress-wont-we-will-secure-our-election-in-20,"Garland, TX",IF CONGRESS WONT WE WILL SECURE OUR ELECTION IN 20
920,"
$0 raised of $6,350                    ",https://www.gofundme.com/1piqk91780,"Los Angeles, CA",Anti-Trump Rally
921,"
$0 raised of $1                    ",https://www.gofundme.com/green2020,"Redwood City, CA",Greens2020
922,"
$0 raised of $3,500                    ",https://www.gofundme.com/hill-for-congress,"Sugar Land, TX",Hill for Congress
923,"
$0 raised of $1                    ",https://www.gofundme.com/lincoln-day-tickets-for-students,"Colorado Springs, CO",N/A
924,"
$0 raised of $2,500                    ",https://www.gofundme.com/jimjordanneedsasuitjacket,"Deltona, FL",Purchase suit jackets for Gym Jordan
925,"
$0 raised of $10,000                    ",https://www.gofundme.com/1pgb4n16yo,"Derby, KS",Put God Back In Congress And Schools
926,"
$0 raised of $500,000                    ",https://www.gofundme.com/f8gx2-get-a-liberal-out-of-america,"Decatur, GA",Get a liberal out of America!
927,"
$0 raised of $999                    ",https://www.gofundme.com/continue-the-truth,"Oakton, VA",Building a Legacy
928,"
$0 raised of $50,000                    ",https://www.gofundme.com/donations-so-charlotte-can-abandon-the-rnc-2020,"Charlotte, NC",Let’s help Charlotte withdraw from the R.N.C. 2020
929,"
$0 raised of $1,000                    ",https://www.gofundme.com/trump039s-continuing-nightmare,"Boyne City, MI",Trump's Continuing Nightmare
930,"
$0 raised of $10.0M                    ",https://www.gofundme.com/3h4v7-support-for-trump-2020,"New York, NY",SUPPORT FOR TRUMP 2020
931,"
$0 raised of $10,000                    ",https://www.gofundme.com/1p9uaa1e6o,"Oxford, MI",#Fedup with Congress
932,"
$0 raised of $100,000                    ",https://www.gofundme.com/urban-farm-abilene,"Abilene, TX",URBAN FARM ABILENE
933,"
$0 raised of $10,000                    ",https://www.gofundme.com/2jxgt7-trump-for-2020,"Tampa, FL",Trump For 2020
934,"
$0 raised of $3,000                    ",https://www.gofundme.com/free-coffee-for-our-police-officers,"Berkeley, CA",I will debate liberal students and document it!
935,"
$0 raised of $5,000                    ",https://www.gofundme.com/donald-hewett-president-2020,"Lacey, WA",Donald Hewett president 2020
936,"
$0 raised of $100,000                    ",https://www.gofundme.com/6wped-send-me-back,"Vesta, VA",SEND ME BACK!
937,"
$0 raised of $500,000                    ",https://www.gofundme.com/save-the-republic-filing-science-fund,"Honolulu, HI",Save the Republic Filing / Science Fund
938,"
$0 raised of $500                    ",https://www.gofundme.com/need-stamps-to-beat-trump,"Jersey City, NJ",Need Stamps to Beat Trump
939,"
$0 raised of $1.0M                    ",https://www.gofundme.com/1p7e1rrk80,"Los Angeles, CA",2036 Presidential Election
940,"
$0 raised of $20,000                    ",https://www.gofundme.com/i039m-a-liberal-send-me-to-canada-trump-cult,"Saint Joseph, MO","I'm a Liberal, send me to Canada, Trumpsters"
941,"
$0 raised of $10,000                    ",https://www.gofundme.com/austinmaglinti,"Ewa Beach, HI",Friends of Austin Maglinti
942,"
$0 raised of $2,500                    ",https://www.gofundme.com/SendAdrienneToDC,"Hopkins, MN",Send Adrienne to DC
943,"
$0 raised of $999                    ",https://www.gofundme.com/moms039-moral-outrage-against-internment-of-children,"Harleysville, PA",Moms Opposed Morally to Separation and Detention
944,"
$0 raised of $5,000                    ",https://www.gofundme.com/operation-life-help-save-babies,"Covina, CA",Operation Life: Help save babies.
945,"
$0 raised of $100,000                    ",https://www.gofundme.com/california-solar-initiatives,"Fresno, CA",California Solar Initiatives
946,"
$0 raised of $10,000                    ",https://www.gofundme.com/1ozqyp59mo,"Dallas, TX",Aztlantic Innovative Technologies
947,"
$0 raised of $100,000                    ",https://www.gofundme.com/ados-for-amy-mcgrath,"Bloomfield, NJ",I Am An ADOS For Amy McGrath
948,"
$0 raised of $1,000                    ",https://www.gofundme.com/protect-my-dead-grandma039s-voting-rights,"Toledo, OH",Protect my dead grandma's voting rights
949,"
$0 raised of $1,500                    ",https://www.gofundme.com/struglling-college-student,"La Jolla, CA",Coming Out College Student Disowned by Family
950,"
$0 raised of $10,000                    ",https://www.gofundme.com/1opyawozqo,"Seattle, WA",Blood Is Political Party Deep
951,"
$0 raised of $10,000                    ",https://www.gofundme.com/cu44ep-stop-voter-fraud, ,Stop Voter Fraud
952,"
$0 raised of $1,000                    ",https://www.gofundme.com/nf5xz4-united-we-stand,"Litchfield Park, AZ",United We Stand
953,"
$0 raised of $2,000                    ",https://www.gofundme.com/4qsa3-book-publishing,"Williston, FL",Book Publishing
